status,device_id,location,machine,product,category,transaction,transdate,type,rcoil,rprice,rqty,mcoil,mprice,mqty,linetotal,transtotal,prcd_date
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14515778905,2022-01-01,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-01-01
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14516018629,2022-01-01,Credit,148,3.5,1,148,3.5,1,3.5,5.0,2022-01-01
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,14516018629,2022-01-01,Credit,123,1.5,1,123,1.5,1,1.5,5.0,2022-01-01
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,14516020373,2022-01-01,Credit,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-01
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14516021756,2022-01-01,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-01-01
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Non Carbonated,14517568743,2022-01-02,Cash,146,2.5,1,146,2.5,1,2.5,2.5,2022-01-02
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,14518731524,2022-01-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-01-02
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,14519162059,2022-01-03,Credit,110,1.5,1,110,1.5,1,1.5,1.5,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14519670154,2022-01-03,Credit,144,3.0,1,144,3.0,1,3.0,3.0,2022-01-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,14520315330,2022-01-03,Credit,134,2.5,1,134,2.5,1,2.5,2.5,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,14520522827,2022-01-03,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14520523909,2022-01-03,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,14520526471,2022-01-03,Cash,131,1.0,1,131,1.0,1,1.0,1.0,2022-01-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,14520549978,2022-01-03,Credit,136,1.75,1,136,1.75,1,1.75,1.75,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14520565434,2022-01-03,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14520852487,2022-01-03,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14521022594,2022-01-03,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-03
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,14521288291,2022-01-03,Credit,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,14521610477,2022-01-03,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14522404967,2022-01-03,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14522580949,2022-01-03,Cash,144,3.0,1,144,3.0,1,3.0,3.0,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14522634264,2022-01-04,Cash,140,1.0,1,140,1.0,1,1.0,1.0,2022-01-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14522634805,2022-01-04,Cash,134,2.0,1,134,2.0,1,2.0,2.0,2022-01-03
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,14522946212,2022-01-04,Credit,114,1.5,1,114,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,14522947106,2022-01-04,Credit,130,2.0,2,130,2.0,2,4.0,4.0,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,14524620560,2022-01-04,Cash,137,2.0,1,137,2.0,1,2.0,2.0,2022-01-04
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14524674062,2022-01-04,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-04
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - XXX Acai BB Pomegranate,Water,14525272529,2022-01-04,Cash,147,2.75,1,147,2.75,1,2.75,2.75,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526266403,2022-01-04,Cash,122,1.5,1,122,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14526267747,2022-01-04,Cash,134,2.0,1,134,2.0,1,2.0,2.0,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526269922,2022-01-04,Cash,122,1.5,1,122,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14526308615,2022-01-04,Cash,140,1.0,1,140,1.0,1,1.0,1.0,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14526311069,2022-01-04,Cash,140,1.0,1,140,1.0,1,1.0,1.0,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14526315544,2022-01-04,Cash,138,1.0,1,138,1.0,1,1.0,1.0,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526868345,2022-01-04,Cash,122,1.5,1,122,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14527060118,2022-01-04,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14527060163,2022-01-04,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-01-04
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,14527909078,2022-01-05,Credit,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14528521163,2022-01-05,Credit,133,2.0,1,133,2.0,1,2.0,2.0,2022-01-05
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14529356146,2022-01-05,Cash,133,2.0,1,133,2.0,1,2.0,2.0,2022-01-05
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14529986281,2022-01-05,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14531183749,2022-01-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,14531184665,2022-01-05,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14531187276,2022-01-05,Cash,138,1.0,1,138,1.0,1,1.0,1.0,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14531630062,2022-01-05,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14531739810,2022-01-05,Cash,138,1.0,1,138,1.0,1,1.0,1.0,2022-01-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14532003173,2022-01-06,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-01-06
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14533110987,2022-01-06,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-06
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,14533291930,2022-01-06,Cash,143,2.0,1,143,2.0,1,2.0,2.0,2022-01-06
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14533912503,2022-01-06,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-06
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14534190801,2022-01-06,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-06
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14534436227,2022-01-06,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-01-06
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14534931183,2022-01-06,Cash,120,1.5,1,120,1.5,1,1.5,1.5,2022-01-06
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14534948803,2022-01-06,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-01-06
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Newtons Fig Bar,Food,14534949842,2022-01-06,Cash,136,1.5,1,136,1.5,1,1.5,1.5,2022-01-06
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14535309081,2022-01-06,Cash,134,2.0,1,134,2.0,1,2.0,2.0,2022-01-06
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,14535945579,2022-01-06,Cash,122,1.5,1,122,1.5,1,1.5,1.5,2022-01-06
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Non Carbonated,14535978454,2022-01-06,Cash,146,2.5,1,146,2.5,1,2.5,2.5,2022-01-06
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14536628655,2022-01-07,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-01-07
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14537349549,2022-01-07,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-07
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bubly - Grapefruit,Water,14539507650,2022-01-07,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-01-07
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14539513305,2022-01-07,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-01-07
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14539683541,2022-01-07,Cash,134,2.0,1,134,2.0,1,2.0,2.0,2022-01-07
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14540735288,2022-01-07,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-07
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14540737437,2022-01-07,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-07
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14541059295,2022-01-08,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14541060237,2022-01-08,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Chum Fruit Bites - Mango/Strawberry,Food,14541788105,2022-01-08,Credit,124,1.25,1,124,1.25,1,1.25,1.25,2022-01-08
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,14542451941,2022-01-08,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-08
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Zevia Zero Calorie Energy - Mango Ginger,Non Carbonated,14542482305,2022-01-08,Cash,148,2.5,1,148,2.5,1,2.5,2.5,2022-01-08
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14542483837,2022-01-08,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,V8 Vegetable Juice - Original,Non Carbonated,14542819137,2022-01-08,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Water,14542825549,2022-01-08,Cash,148,2.0,1,148,2.0,1,2.0,2.0,2022-01-08
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,14543096083,2022-01-08,Cash,125,1.5,1,125,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,14543096516,2022-01-08,Cash,125,1.5,1,125,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,14543336255,2022-01-08,Credit,110,1.5,1,110,1.5,1,1.5,1.5,2022-01-08
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,14544244171,2022-01-09,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-01-09
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,14545364044,2022-01-09,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-09
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14546537768,2022-01-10,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-10
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14546538857,2022-01-10,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-10
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14548352210,2022-01-10,Cash,133,2.0,1,133,2.0,1,2.0,2.0,2022-01-10
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,14548805292,2022-01-10,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-01-10
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,14549326831,2022-01-10,Credit,110,1.5,1,110,1.5,1,1.5,1.5,2022-01-10
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14550134896,2022-01-10,Cash,120,1.5,1,120,1.5,1,1.5,1.5,2022-01-10
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14550138968,2022-01-10,Cash,120,1.5,1,120,1.5,1,1.5,1.5,2022-01-10
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,14550655562,2022-01-10,Credit,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-10
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Larabar - Peanut Butter chocolate Chip,Food,14550656367,2022-01-10,Credit,133,2.0,1,133,2.0,1,2.0,2.0,2022-01-10
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14550871574,2022-01-11,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14551808042,2022-01-11,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14552516890,2022-01-11,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14552733245,2022-01-11,Credit,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,14552862313,2022-01-11,Credit,143,2.0,1,143,2.0,1,2.0,2.0,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14552937252,2022-01-11,Cash,133,2.0,1,133,2.0,1,2.0,2.0,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,14552939523,2022-01-11,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,14553464403,2022-01-11,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14554766171,2022-01-11,Cash,120,1.5,1,120,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14554772789,2022-01-11,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-11
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,14556408318,2022-01-12,Credit,112,1.5,1,112,1.5,1,1.5,1.5,2022-01-12
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,14557931817,2022-01-12,Cash,110,1.5,1,110,1.5,1,1.5,1.5,2022-01-12
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Molokai Coconut,Non Carbonated,14558327394,2022-01-12,Cash,144,2.5,1,144,2.5,1,2.5,2.5,2022-01-12
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,14558748149,2022-01-12,Cash,134,2.5,1,134,2.5,1,2.5,2.5,2022-01-12
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,14559129065,2022-01-12,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-12
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,14559130790,2022-01-12,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-01-12
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14559155611,2022-01-12,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-01-12
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14559158935,2022-01-12,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-01-12
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chum Fruit Bites - Mango/Strawberry,Food,14560200727,2022-01-12,Credit,132,1.25,1,132,1.25,1,1.25,1.25,2022-01-12
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Monster Energy  Zero Ultra,Carbonated,14563310566,2022-01-13,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-13
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Takis - Hot Chilli Pepper & Lime,Food,14563329503,2022-01-13,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Cheetos Baked - Flaming Hot,Food,14563516111,2022-01-13,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14563576202,2022-01-13,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,14564406933,2022-01-13,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Food,14564409465,2022-01-13,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14564514322,2022-01-13,Cash,142,1.0,1,142,1.0,1,1.0,1.0,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14564519839,2022-01-13,Credit,148,3.0,1,148,3.0,1,3.0,3.0,2022-01-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Ruffles Baked  - Cheddar & Sour Cream,Food,14564653620,2022-01-13,Credit,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,14564773615,2022-01-13,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14564774110,2022-01-13,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14564911978,2022-01-13,Credit,134,2.0,1,134,2.0,1,2.0,2.0,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,14564961879,2022-01-13,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14564963925,2022-01-13,Cash,120,1.5,1,120,1.5,1,1.5,1.5,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14564967520,2022-01-13,Cash,141,1.0,1,141,1.0,1,1.0,1.0,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14565053127,2022-01-13,Cash,142,1.0,1,142,1.0,1,1.0,1.0,2022-01-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Food,14565327901,2022-01-14,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-01-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14565335876,2022-01-14,Cash,141,1.0,1,141,1.0,1,1.0,1.0,2022-01-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,14565871342,2022-01-14,Credit,123,1.5,1,123,1.5,1,1.5,1.5,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14566626651,2022-01-14,Cash,121,1.25,1,121,1.25,1,1.25,1.25,2022-01-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14566645406,2022-01-14,Cash,122,1.25,1,122,1.25,1,1.25,1.25,2022-01-14
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,14566647281,2022-01-14,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14566658956,2022-01-14,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14567065857,2022-01-14,Cash,121,1.25,1,121,1.25,1,1.25,1.25,2022-01-14
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,14567581851,2022-01-14,Credit,122,1.5,1,122,1.5,1,1.5,1.5,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14567951976,2022-01-14,Cash,121,1.25,1,121,1.25,1,1.25,1.25,2022-01-14
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,14568052947,2022-01-14,Cash,135,2.5,1,135,2.5,1,2.5,2.5,2022-01-14
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,14568186832,2022-01-14,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Berry Punch,Water,14568399014,2022-01-14,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-01-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Monster Energy  Zero Ultra,Carbonated,14568402590,2022-01-14,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-01-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14568484969,2022-01-14,Cash,148,3.0,1,148,3.0,1,3.0,3.0,2022-01-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14568515212,2022-01-14,Cash,144,3.0,1,144,3.0,1,3.0,3.0,2022-01-14
