status,device_id,location,machine,product,category,transaction,transdate,type,rcoil,rprice,rqty,mcoil,mprice,mqty,linetotal,transtotal,prcd_date
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15051329871,2022-05-02,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,15051933121,2022-05-02,Cash,120,2.0,1,120,2.0,1,2.0,2.0,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,15052185052,2022-05-02,Credit,145,2.5,1,145,2.5,1,2.5,2.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15052198059,2022-05-02,Credit,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,15052829254,2022-05-02,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,15052829509,2022-05-02,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-05-02
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15052940844,2022-05-02,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15052954503,2022-05-02,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,15052974355,2022-05-02,Credit,145,2.5,1,145,2.5,1,2.5,4.0,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,15052974355,2022-05-02,Credit,112,1.5,1,112,1.5,1,1.5,4.0,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,15053132237,2022-05-02,Cash,145,2.75,1,145,2.75,1,2.75,2.75,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,15053224310,2022-05-02,Credit,140,1.5,1,140,1.5,1,1.5,3.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Hungry Buddha - Coconut Cocoa,Food,15053224310,2022-05-02,Credit,139,2.0,1,139,2.0,1,2.0,3.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Go Paks,Food,15053320298,2022-05-02,Credit,152,3.0,1,152,3.0,1,3.0,3.0,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15053459714,2022-05-02,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-05-02
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,15053627225,2022-05-02,Credit,136,1.75,1,136,1.75,1,1.75,3.75,2022-05-02
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Kinder - Bueno - Crispy Creamy Chocolate,Food,15053627225,2022-05-02,Credit,139,2.0,1,139,2.0,1,2.0,3.75,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15053679873,2022-05-02,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15053963749,2022-05-02,Credit,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15053999720,2022-05-02,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15054004931,2022-05-02,Cash,137,1.5,1,137,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,15054087842,2022-05-02,Cash,122,1.5,1,122,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15054268460,2022-05-02,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-02
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15054322879,2022-05-02,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Belvita Breakfast Biscuit Bites - Blueberry,Food,15054327336,2022-05-02,Cash,131,1.5,1,131,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,15054328323,2022-05-02,Cash,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-02
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,15054483541,2022-05-02,Cash,120,2.0,1,120,2.0,1,2.0,2.0,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,15054715230,2022-05-02,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,15054715034,2022-05-02,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-05-02
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15054811217,2022-05-02,Cash,148,3.5,1,148,3.5,1,3.5,3.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15054811634,2022-05-02,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15055200276,2022-05-02,Credit,113,1.5,1,113,1.5,1,1.5,5.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15055200276,2022-05-02,Credit,134,2.0,1,134,2.0,1,2.0,5.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15055200276,2022-05-02,Credit,133,1.5,1,133,1.5,1,1.5,5.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15055322748,2022-05-02,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15055372027,2022-05-02,Credit,134,2.0,1,134,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15055436134,2022-05-03,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15057019835,2022-05-03,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15057110105,2022-05-03,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15057436785,2022-05-03,Credit,112,1.5,1,112,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15057500237,2022-05-03,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15057574408,2022-05-03,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,15057575292,2022-05-03,Credit,145,2.5,1,145,2.5,1,2.5,2.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15057660169,2022-05-03,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15057737611,2022-05-03,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15057888149,2022-05-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15058212313,2022-05-03,Cash,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15058358753,2022-05-03,Cash,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15058365421,2022-05-03,Credit,113,1.5,1,113,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15058370827,2022-05-03,Credit,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15058394027,2022-05-03,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,15059014481,2022-05-03,Cash,110,1.5,1,110,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15059017758,2022-05-03,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15059132668,2022-05-03,Credit,138,1.5,1,138,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15059248530,2022-05-03,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15059372923,2022-05-03,Credit,131,2.0,1,131,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15059375567,2022-05-03,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15059569131,2022-05-03,Credit,136,2.0,1,136,2.0,1,2.0,4.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keto Krisp - Almond Butter,Carbonated,15059569131,2022-05-03,Credit,133,2.0,1,133,2.0,1,2.0,4.0,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15059587815,2022-05-03,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15059589981,2022-05-03,Cash,137,1.5,1,137,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15059640423,2022-05-03,Cash,143,2.0,1,143,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15059640737,2022-05-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15059673539,2022-05-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Skippy Peanut Butter - Go Paks,Food,15059814033,2022-05-03,Cash,153,4.5,1,153,4.5,1,4.5,4.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15059837419,2022-05-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,15059842212,2022-05-03,Cash,114,1.5,1,114,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15059844359,2022-05-03,Cash,140,1.25,1,140,1.25,1,1.25,1.25,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15059953943,2022-05-03,Cash,138,1.5,1,138,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15060000594,2022-05-03,Credit,131,2.0,1,131,2.0,1,2.0,2.0,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15060006560,2022-05-03,Credit,113,1.5,1,113,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15060106430,2022-05-03,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15060261974,2022-05-03,Cash,123,1.5,1,123,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15060266522,2022-05-03,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15060398325,2022-05-03,Cash,140,1.25,1,140,1.25,1,1.25,1.25,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,15061234442,2022-05-04,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15061243779,2022-05-04,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15061257319,2022-05-04,Cash,140,1.25,1,140,1.25,1,1.25,1.25,2022-05-03
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,15061655680,2022-05-04,Credit,143,2.5,1,143,2.5,1,2.5,2.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,15061729810,2022-05-04,Cash,145,2.5,1,145,2.5,1,2.5,2.5,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,15062180923,2022-05-04,Credit,120,2.0,1,120,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15063163037,2022-05-04,Credit,136,2.0,1,136,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15063358762,2022-05-04,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15063536812,2022-05-04,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15063714680,2022-05-04,Cash,134,2.0,1,134,2.0,1,2.0,2.0,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15063771809,2022-05-04,Credit,147,2.5,1,147,2.5,1,2.5,4.0,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15063771809,2022-05-04,Credit,113,1.5,1,113,1.5,1,1.5,4.0,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15063786322,2022-05-04,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15063881051,2022-05-04,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-04
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15063890848,2022-05-04,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15063951760,2022-05-04,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,15063950401,2022-05-04,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,15064020045,2022-05-04,Credit,140,1.5,1,140,1.5,1,1.5,3.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15064020045,2022-05-04,Credit,121,2.0,1,121,2.0,1,2.0,3.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15064253312,2022-05-04,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15064254058,2022-05-04,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15064491238,2022-05-04,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,15064499982,2022-05-04,Cash,158,2.0,1,158,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15064662144,2022-05-04,Cash,137,1.5,1,137,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15064665718,2022-05-04,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,15064665022,2022-05-04,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Newtons Fig Bar,Food,15064710418,2022-05-04,Cash,136,1.5,1,136,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15064875822,2022-05-04,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15065301346,2022-05-04,Credit,144,1.5,1,144,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15065381026,2022-05-04,Cash,137,1.5,1,137,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15065386596,2022-05-04,Cash,135,1.5,1,135,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15065448130,2022-05-04,Cash,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15065499151,2022-05-04,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15065508820,2022-05-04,Credit,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,BodyArmor LYTE - Strawberry Lemonade,Water,15065727463,2022-05-04,Cash,145,2.75,1,145,2.75,1,2.75,2.75,2022-05-04
Processed,VJ300320692,EB Public Library,EB Public Library x1380,V8 Vegetable Juice - Original,Non Carbonated,15066061885,2022-05-04,Cash,141,2.0,1,141,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,15066300051,2022-05-04,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,15066349899,2022-05-04,Cash,131,1.0,1,131,1.0,1,1.0,1.0,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,15066458400,2022-05-04,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15066517892,2022-05-04,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15066828264,2022-05-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15066828551,2022-05-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15066829724,2022-05-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-04
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,15067768037,2022-05-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15068503145,2022-05-05,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-05
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Vitamin Water - Squeezed Lemonade,Water,15068824401,2022-05-05,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15068846958,2022-05-05,Cash,137,1.5,1,137,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15068860067,2022-05-05,Cash,135,1.5,1,135,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,15068883539,2022-05-05,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,15069162664,2022-05-05,Credit,140,1.5,1,140,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15069281906,2022-05-05,Credit,138,1.5,1,138,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15069396465,2022-05-05,Cash,131,2.0,1,131,2.0,1,2.0,2.0,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15069523064,2022-05-05,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15069494287,2022-05-05,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15069582434,2022-05-05,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15069670452,2022-05-05,Credit,147,2.5,1,147,2.5,1,2.5,4.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15069670452,2022-05-05,Credit,134,2.0,1,134,2.0,1,2.0,4.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15069741357,2022-05-05,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,15070096566,2022-05-05,Credit,143,2.5,1,143,2.5,1,2.5,2.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keep Healthy - Chocolate Fudge,Food,15070144763,2022-05-05,Credit,132,2.0,1,132,2.0,1,2.0,3.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,15070144763,2022-05-05,Credit,140,1.5,1,140,1.5,1,1.5,3.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15070239578,2022-05-05,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Newtons Fig Bar,Food,15070248482,2022-05-05,Cash,136,1.5,1,136,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15070264885,2022-05-05,Credit,125,1.25,1,125,1.25,1,1.25,2.75,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15070264885,2022-05-05,Credit,138,1.5,1,138,1.5,1,1.5,2.75,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15070279786,2022-05-05,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-05-05
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15070336397,2022-05-05,Cash,135,2.0,1,135,2.0,1,2.0,2.0,2022-05-05
